Property_ID,Location,Area_sq_ft,Bedrooms,Bathrooms,Year_Built,Amenities,Price
P08979,Lake Edwardborough,604,3,1,2007,Garage,375054
P08980,Shannonburgh,3766,2,3,1982,Garden,577640
P08981,Guerraland,2761,3,3,1992,Garden,221910
P08982,West Gregory,2087,3,2,2010,Garage,955196
P08983,West Michael,3397,1,3,1998,Garden,650587
P08984,Williamstown,4860,2,3,2014,Pool,383674
P08985,West Michealshire,2874,3,3,1998,Garden,312848
P08986,Gibsonburgh,3106,4,2,2004,Garage,938062
P08987,Erinbury,4965,1,2,2013,Garage,861747
P08988,Taylormouth,1268,3,2,2005,Pool,509384
P08989,Carrieville,3326,3,3,1999,None,576613
P08990,Morrisfort,4310,5,3,1997,Pool,721231
P08991,North Gwendolyn,3085,4,1,2011,Garden,175916
P08992,Claytonfurt,3365,3,3,2015,None,373660
P08993,Port Heidi,2966,4,2,1989,Pool,719585
P08994,Pamelastad,3711,4,2,1985,Garage,443087
P08995,West Michael,3900,3,3,1997,Garage,335083
P08996,Lisashire,2099,1,2,1985,Garden,925309
P08997,Hopkinsberg,2457,4,3,2007,Garden,412240
P08998,West Jaymouth,2203,4,1,2004,Pool,487645
P08999,West Fernandoberg,1137,5,2,1987,Garage,905349
P09000,South Erin,4293,5,2,2003,Pool,908425
P09001,Lake Jasminefurt,2484,1,2,2008,Garden,652372
P09002,Wilsonton,464,2,1,2013,Garden,149552
P09003,North Robert,1747,3,2,1982,Pool,289632
P09004,Brownborough,2562,5,3,1983,Pool,233507
P09005,Jamesfurt,2991,2,2,1996,None,617449
P09006,West Joseph,636,5,2,2018,Garden,805300
P09007,Meghanfurt,2067,1,2,1983,None,506125
P09008,Campbellfurt,2758,2,3,2020,Garden,992077
P09009,Freemanmouth,4394,3,3,2015,Garden,799516
P09010,Meyerberg,2626,5,3,2018,Pool,303769
P09011,Sarahburgh,4299,5,3,1984,Pool,801673
P09012,Hansonside,3109,4,1,1995,Pool,751138
P09013,Evelynland,2959,4,1,1987,Pool,510076
P09014,Port Robert,544,4,1,2020,None,200119
P09015,West Natashaville,3689,2,3,1987,Pool,552318
P09016,Carlaberg,2715,5,1,1984,Garden,651994
P09017,West David,2137,1,3,1987,Garage,678978
P09018,New Derrick,899,3,1,1999,Garden,224900
P09019,East Thomas,346,3,2,2016,Pool,181465
P09020,West Jonathon,2435,3,3,2016,Garage,809995
P09021,Lake Melissa,3497,1,1,2005,Garage,588648
P09022,Tiffanyfort,1461,3,3,2008,Garden,183292
P09023,Michellefurt,715,2,1,1980,Garage,537865
P09024,Martinmouth,393,1,3,1993,Garden,76767
P09025,South Kennethfurt,1771,4,3,1993,Garage,168744
P09026,Port Daniellefort,4144,5,3,2016,Garage,739226
P09027,Port Richard,3614,1,1,2016,None,147269
P09028,North Patrick,1892,3,2,1988,Garden,145003
P09029,Jefferybury,1253,2,2,1989,Pool,952752
P09030,Annatown,864,3,3,1980,Garden,945792
P09031,North Adam,3137,3,2,2019,Garden,204214
P09032,Justinview,2266,4,1,2007,Garden,936149
P09033,Lake Jessica,4646,4,1,2012,Garden,64145
P09034,East William,519,3,3,1986,Pool,161651
P09035,South Timothy,3762,5,3,1994,Pool,817043
P09036,North Lisaside,4495,2,2,1999,Garage,771439
P09037,Amyborough,575,5,2,1986,Garden,641919
P09038,Lake Gregorystad,416,3,1,2015,None,142664
P09039,Lake Maxland,4048,3,2,2007,Pool,899341
P09040,Mcguireland,2219,4,1,2016,Pool,563881
P09041,Duarteside,2902,3,1,1999,Garden,485187
P09042,Darrylport,3553,5,3,1984,None,97670
P09043,New Jamesburgh,529,4,2,1996,None,560768
P09044,Fosterberg,2499,1,3,2020,Garden,597861
P09045,Darrenview,625,2,1,1989,Garden,313069
P09046,Angelaburgh,4277,4,3,2002,Pool,742826
P09047,Port Donna,4196,1,2,2006,Garage,630678
P09048,East Kennethburgh,877,1,3,2012,Pool,913389
P09049,Antoniobury,425,5,2,1983,Pool,718339
P09050,Lake Carolynburgh,1293,1,2,1997,None,385190
P09051,New Tammytown,2082,1,1,2013,Garden,222852
P09052,Brianborough,4888,3,2,1999,Pool,768430
P09053,Port Heidiburgh,3225,4,2,2003,None,794853
P09054,New Antoniofort,1879,4,2,2012,Garden,181764
P09055,New Sarah,3910,5,1,2007,Pool,315086
P09056,Weaverborough,2895,1,2,1981,Pool,579987
P09057,Lake Luis,3897,5,3,1984,Garden,691076
P09058,Dianefort,3555,2,2,2007,Garage,310623
P09059,Alexandertown,2495,3,2,1991,Pool,458871
P09060,Toddtown,1190,3,3,2012,Garden,999820
P09061,South Nicole,3416,4,1,2018,Garden,166867
P09062,Port Ryan,3938,2,1,1983,Pool,642443
P09063,Davisborough,1964,2,1,1991,Pool,191124
P09064,Robertport,4617,4,2,2008,Garage,898355
P09065,Port Kathleenmouth,4003,4,1,2005,Garden,239044
P09066,New Blake,498,1,1,1988,None,676168
P09067,New Juanmouth,4086,1,3,2013,Pool,520103
P09068,Christineborough,484,1,1,1985,Garden,513464
P09069,Hermanport,1188,4,3,2001,Garage,187358
P09070,Port Veronica,340,3,2,1993,None,693715
P09071,East Garrett,4475,5,1,1986,None,553950
P09072,Hayesbury,2986,4,1,2011,None,960464
P09073,New Jennifer,3280,1,1,2000,Pool,308866
P09074,Michaelburgh,4789,5,1,2003,Garage,743561
P09075,East Jade,4912,1,3,1989,None,657170
P09076,East Alexandria,565,5,3,1997,Garage,502006
P09077,North Leslie,2541,2,2,1988,None,487333
P09078,Longside,4291,3,3,2006,Garden,182061
P09079,Lake Maryberg,3248,1,2,2012,Garage,718872
P09080,Collinsberg,3494,3,1,1999,None,565494
P09081,Pamelastad,4552,1,1,1983,Garden,900426
P09082,Sheilaborough,835,1,1,2000,Pool,499022
P09083,Lake Anthony,3175,1,2,2015,None,905796
P09084,Ethanshire,647,3,3,1995,Pool,338376
P09085,Port Carlburgh,2124,4,3,1995,Pool,657515
P09086,Juarezborough,3838,5,2,2014,Pool,317635
P09087,Lake Justin,1074,1,1,1988,Garden,294052
P09088,West Andrea,633,5,3,1980,Garage,287363
P09089,Port Lisamouth,4654,4,3,1991,Garage,441307
P09090,East Thomas,4551,2,3,2008,Garden,152069
P09091,Lake Tammyburgh,3785,1,2,1994,Garage,251744
P09092,South Cristinahaven,4409,5,2,1985,None,93129
P09093,Brianton,1646,2,2,2005,Garage,124162
P09094,West Nicolemouth,2910,1,1,2016,None,965529
P09095,Watsonmouth,1878,3,1,1999,Garage,380223
P09096,Anthonyport,3170,1,2,2000,Garage,667635
P09097,Ericksonborough,740,4,1,1994,Garage,882355
P09098,Bradybury,4245,3,1,1980,Pool,813757
P09099,Longmouth,3595,5,1,1984,Garden,463171
P09100,Daniellemouth,2622,2,2,1994,Pool,552935
P09101,Port Nancy,1383,3,1,2018,Garage,888690
P09102,East Lauraport,3781,1,3,1989,Garage,212294
P09103,West Amanda,3362,4,1,2001,Garden,541710
P09104,Craigville,3349,3,1,1992,Garden,192879
P09105,New Samuelburgh,1214,2,1,1992,None,171744
P09106,Port Matthew,1766,4,3,2019,Garden,475076
P09107,South Kelsey,4111,1,3,1986,None,389945
P09108,Lewismouth,1257,3,1,2012,Garage,212076
P09109,New John,2348,4,2,2004,Pool,414481
P09110,North Peter,4746,4,2,1987,Garden,163679
P09111,Caseyhaven,2541,1,1,2002,None,758013
P09112,Nicoleburgh,2443,5,3,1992,Pool,728254
P09113,New Rachel,1342,2,3,1982,Pool,594991
P09114,West Christineside,3780,4,2,1996,Pool,187995
P09115,Lake Catherine,1178,5,2,1993,Garden,405394
P09116,Christopherville,3449,2,2,2007,Pool,397747
P09117,Christianmouth,2009,2,2,2001,Garden,342557
P09118,Joelstad,1995,5,3,2001,Garden,375966
P09119,Markside,452,3,1,2009,None,952649
P09120,Loveland,4727,2,1,1981,Garden,190127
P09121,New Heatherberg,1054,1,1,1999,Garage,878808
P09122,North Patriciaview,3049,5,1,1991,Garden,315133
P09123,Maxwellfurt,2207,2,1,1994,Pool,308062
P09124,West Saraborough,1751,4,1,2004,Garden,201203
P09125,New Carl,1384,5,1,2014,Garage,191284
P09126,Julieton,3242,2,2,1996,Garage,389986
P09127,Erikaborough,3200,3,1,2007,Garage,905736
P09128,New Calvinfurt,3220,5,1,1999,Garage,984366
P09129,Rodriguezstad,3916,1,1,2004,Pool,772048
P09130,Charlesberg,3061,3,2,1992,Pool,294691
P09131,Caseyland,4152,5,1,2014,Garage,523244
P09132,Port Anthonyfurt,3566,2,1,1994,Garden,473230
P09133,Nicholshaven,391,5,3,2018,Garage,666243
P09134,Phillipsshire,4164,3,3,2008,None,79987
P09135,Port Joseph,2735,1,3,2004,None,474448
P09136,North David,4501,2,2,1990,Pool,711490
P09137,Port Jeremy,4817,1,3,2019,Pool,230678
P09138,Andrewsport,3062,4,1,2008,Garden,599191
P09139,East Kristy,3858,3,2,1996,Pool,722610
P09140,New Amanda,3311,5,2,1996,Pool,545648
P09141,Lake Gavin,4871,5,3,2014,None,639445
P09142,West Kara,1948,2,2,2003,Pool,413288
P09143,Russellside,662,1,3,2001,Garage,814288
P09144,Port Amber,3818,2,1,2001,Garage,141092
P09145,North Tyler,1559,1,2,2006,Garage,990084
P09146,Smithmouth,3798,5,3,1986,Garden,264363
P09147,Millerport,2029,5,2,1997,Garage,535151
P09148,New Nicole,1772,2,1,1995,None,957898
P09149,Michaelville,1719,4,2,2008,None,358481
P09150,Mcguireport,1038,5,1,1998,Pool,720235
P09151,Port Shawn,4303,1,1,2018,Pool,999676
P09152,New Natashafurt,3748,4,1,2018,Pool,79337
P09153,West Joshuaview,582,3,2,2013,Garden,343879
P09154,West Stacie,2901,1,3,1987,None,483804
P09155,New Sierra,3714,3,1,1980,Pool,858687
P09156,Lake Kristinaville,3285,3,3,1984,Garden,433682
P09157,North Kenneth,2509,1,2,1989,Garden,333038
P09158,Port Robert,2716,4,1,1981,Garage,590387
P09159,Hallton,3000,5,2,2008,Garden,389144
P09160,Pattersonbury,3719,5,3,1991,Pool,837200
P09161,New David,2805,2,3,1998,None,467040
P09162,Danielview,3886,3,1,1989,Garage,128942
P09163,East April,761,3,1,2015,Garage,579104
P09164,Toddville,2521,4,3,1987,Garage,971186
P09165,Wendyside,3295,1,2,2013,Garage,118154
P09166,Taylorhaven,3149,2,1,1984,Garage,567179
P09167,Marcusview,1610,5,1,1984,Garage,724636
P09168,New Dianaborough,2235,4,3,2001,None,67275
P09169,West Lisaburgh,4265,2,3,1989,None,221629
P09170,South Michael,2485,2,2,2011,Garden,445049
P09171,East Brandonborough,3364,3,2,1986,Garden,142206
P09172,Lake Haileymouth,2479,3,1,1997,Garden,758142
P09173,Port Christopherview,399,2,2,1998,Pool,844647
P09174,New Taylorport,4478,4,1,1999,Garden,682348
P09175,Tylerview,956,3,2,2020,Garden,419101
P09176,West Amy,2285,3,1,2017,Garden,955893
P09177,South Amanda,4705,5,2,1984,Garage,747681
P09178,Port Markfurt,2132,1,1,2003,Garden,975765
P09179,Hicksfurt,1469,2,2,2006,Garden,338951
P09180,North John,3340,2,1,1999,None,187001
P09181,East Raymond,1567,5,2,2005,None,927495
P09182,North Steventon,595,2,1,2000,Pool,856307
P09183,Ambermouth,4546,2,1,1990,Pool,197427
P09184,East Jesus,3192,3,1,2017,Pool,632833
P09185,New Sean,1139,4,1,1993,Pool,348930
P09186,West Richard,1970,5,2,1989,Pool,370868
P09187,Port Isaacfurt,4212,2,2,1984,Pool,245015
P09188,New Jeffrey,3216,2,3,2019,Pool,99003
P09189,Peterport,2903,2,3,1983,Pool,340188
P09190,Port Michael,2356,1,2,2004,Garden,828501
P09191,Mendozaborough,2753,5,1,2014,Garage,964786
P09192,Amymouth,3183,1,3,1991,Pool,867756
P09193,Port Ana,1327,3,1,2015,Pool,379587
P09194,Christopherside,1796,3,2,2008,Garden,243356
P09195,Port Dianefort,1781,2,2,2008,None,772878
P09196,Stephanieview,3140,3,3,1995,Garage,536554
P09197,Jacksonshire,3203,1,2,1980,Garage,196642
P09198,Kyleburgh,1127,3,1,2014,Garage,217243
P09199,South Adamshire,3074,1,1,2007,Pool,154144
P09200,Richardshire,3174,4,2,1998,Garden,653737
P09201,Lake Amandahaven,2912,3,3,2000,None,428973
P09202,South Susan,4251,5,2,2018,Garden,279695
P09203,Lewisside,3599,5,3,1999,Garage,984167
P09204,Lake Susanbury,3699,1,2,2000,None,428105
P09205,Daniellemouth,1260,4,1,2003,None,838233
P09206,Lake Lauren,3671,4,2,2000,Garage,677322
P09207,New Mallory,4909,2,1,2010,None,923978
P09208,Port Kim,2721,3,3,2000,Pool,897777
P09209,Port Stephaniemouth,646,4,2,1991,None,256570
P09210,Port Thomas,1589,1,2,2013,Pool,306939
P09211,New Ernest,1188,1,2,2008,None,320865
P09212,South Michelle,1005,3,3,2017,Garage,655391
P09213,Marquezshire,3640,3,2,2019,Pool,467868
P09214,North Hannahmouth,1791,1,3,2019,None,136847
P09215,Ginaton,1420,5,2,1998,Garden,469022
P09216,Blaketon,2742,3,1,2004,Pool,880678
P09217,Port David,3351,5,2,2014,None,910314
P09218,Davidville,941,5,2,2005,Garage,499551
P09219,New Terristad,775,2,3,2007,None,280018
P09220,Claytonview,1771,4,3,2017,Pool,104623
P09221,Justinberg,4558,4,2,2000,Pool,639120
P09222,Brianborough,2249,1,2,1993,Garden,119363
P09223,South Bryanstad,2450,3,2,1996,Garage,178187
P09224,New Jacob,4976,3,3,2015,None,693333
P09225,West Ashley,3563,3,2,1986,Garage,649117
P09226,East Jillbury,3796,2,2,1997,Pool,90997
P09227,Johnsonbury,636,1,2,1988,Pool,890485
P09228,Davidbury,709,3,1,1985,Garden,773617
P09229,Lake Timothyfort,3802,2,1,2008,Pool,74272
P09230,Robertside,1731,2,2,2003,Garden,287639
P09231,Shawnstad,1428,3,2,2012,Pool,216940
P09232,North Katherine,991,3,1,2016,Garage,673280
P09233,Charlesburgh,2975,5,3,2012,Garden,103738
P09234,Lake Gregory,3579,4,3,1987,Pool,444912
P09235,Kyleview,3778,2,2,1996,Garage,472314
P09236,Elizabethchester,4234,4,2,1996,Garden,111381
P09237,West Alexis,2645,5,3,1988,Garage,762301
P09238,Johnsonborough,4541,2,2,2017,Pool,185174
P09239,New David,1212,5,1,1983,Garden,184835
P09240,Hooverburgh,2775,4,2,1986,Pool,778197
P09241,North Haley,3699,5,2,1992,None,173221
P09242,West Justinbury,2714,2,1,2019,Pool,666535
P09243,North Patrick,2343,4,3,2001,Pool,441256
P09244,North Ronaldburgh,3309,2,3,2001,Garage,625255
P09245,Jaredhaven,4386,4,1,2000,Garden,151526
P09246,Kellerstad,1001,3,2,1993,None,358078
P09247,Rebeccaburgh,640,2,3,1983,None,629261
P09248,Chelseaborough,4126,5,1,2015,None,121089
P09249,Calhounbury,4817,2,2,2000,Garden,441909
P09250,Karatown,3767,3,3,2015,None,961111
P09251,Stephaniehaven,4265,2,1,2000,Garden,277130
P09252,East Michaelmouth,2634,2,2,2002,Garden,194955
P09253,Brownville,331,5,1,1984,None,823295
P09254,Lake Kathy,1644,4,1,1983,None,324314
P09255,Jillville,1451,5,3,1980,Pool,214143
P09256,Dawsonhaven,4022,3,1,1991,Pool,63575
P09257,Sandersport,3485,1,3,2008,Pool,591435
P09258,Waltersport,1400,3,2,1991,Garden,77606
P09259,Johnmouth,2430,1,1,2020,Garden,161684
P09260,Port Willie,2477,2,1,1998,Garage,353839
P09261,Alvaradohaven,4346,1,1,1989,Garage,794904
P09262,South Bryan,3222,2,3,2018,Garden,603875
P09263,North Rebecca,2343,2,1,1986,Pool,536454
P09264,Rebeccaburgh,3609,1,3,2008,Pool,584282
P09265,New Michaelview,3115,5,1,2016,Garden,541794
P09266,Erinville,2378,2,2,2008,Pool,477916
P09267,East Aaron,1383,4,3,2010,Garage,567227
P09268,Chavezburgh,2147,4,2,1996,Garden,540469
P09269,West Samuel,1755,1,2,2005,Pool,166789
P09270,Lopezhaven,1645,1,3,2008,Garage,221910
P09271,Kellyville,2351,5,1,1993,Garden,254318
P09272,South Katherine,3809,3,3,1997,Garden,519132
P09273,Breannaberg,4592,2,3,1996,Pool,871500
P09274,Marcusport,2638,1,2,1989,Garage,198151
P09275,Thomasberg,3066,4,1,2017,Pool,411065
P09276,East David,3621,1,1,1998,Garage,437015
P09277,Markfurt,1092,1,2,1986,Garage,325025
P09278,Lake Walterport,1508,1,1,1989,None,633003
P09279,South Rebecca,2727,5,1,1995,None,760812
P09280,Kochborough,1944,5,2,1983,Garden,877300
P09281,Sarahborough,3573,2,3,1981,None,112353
P09282,Georgeton,2560,5,1,1988,Garage,132249
P09283,West Craigview,4033,1,1,2020,Garage,655926
P09284,Thompsonview,2795,1,1,1983,Pool,316222
P09285,Clarkberg,3479,4,3,1985,Garden,469112
P09286,Port Adrianachester,1946,5,2,1982,Garden,442356
P09287,West Amber,2123,3,1,2016,Pool,106268
P09288,Catherineview,1803,1,3,2018,Garden,150571
P09289,Pamelamouth,2913,2,2,1980,None,606355
P09290,Michaelview,2862,5,2,2002,Garage,480445
P09291,Hornport,974,5,1,2016,Garden,561090
P09292,Christychester,2021,3,2,2011,Pool,344698
P09293,New Joel,2048,3,3,2020,Garden,308415
P09294,Molinaborough,3480,4,2,1996,Garden,245603
P09295,East Joseph,1326,5,1,1987,Garden,416288
P09296,Nicholasview,3233,1,1,2006,Garage,615271
P09297,Lake David,4547,4,1,1983,None,113727
P09298,Barbaraside,2630,4,1,2018,Garden,601085
P09299,West Erin,432,2,1,1998,Pool,137106
P09300,North Anthonymouth,2750,4,2,1985,Garden,488939
P09301,Lake Markhaven,2376,5,3,1983,Pool,948603
P09302,New Brendaberg,4910,3,2,1999,None,336749
P09303,Stephenshire,843,1,1,2007,Garage,791036
P09304,Heathstad,3416,2,3,1982,Garden,754122
P09305,North Douglas,4624,1,3,1996,Garden,606114
P09306,South Rachael,4598,1,1,1982,None,719288
P09307,North Guyview,4575,3,2,2013,Garden,776926
P09308,Port Stevenville,2400,2,3,1991,Pool,229057
P09309,North Stephanie,4639,3,1,2000,None,384202
P09310,North Kevinfort,3433,1,3,2016,Pool,162744
P09311,Grantfort,3845,4,2,2010,None,802393
P09312,Frostshire,2750,4,2,2000,Pool,503604
P09313,West Pamela,847,1,2,1988,Garage,230260
P09314,Elizabethville,997,4,2,2020,None,810211
P09315,West Terrytown,472,2,1,2010,Pool,385857
P09316,Lake Amy,4471,4,3,1984,Garden,356402
P09317,West Ronnie,3057,5,2,2019,Garden,818896
P09318,East Kim,1036,4,2,2020,Garden,660594
P09319,West Brittany,451,1,2,2006,Garage,427491
P09320,Lake Robinmouth,3234,3,2,1984,Garage,233209
P09321,West Margaretfurt,3583,4,3,2000,None,436190
P09322,Lake Karenland,4458,5,2,1993,Garden,589962
P09323,North Beverlymouth,1086,4,3,2012,Pool,58479
P09324,New Erikaside,2879,1,1,1985,Garden,629035
P09325,Jenkinsshire,3570,4,2,2016,Garden,218449
P09326,Teresamouth,2885,4,2,2003,Pool,361975
P09327,Jonesberg,2001,1,2,2010,Garden,612635
P09328,Raymondmouth,1788,1,1,2019,Garden,79957
P09329,Fosterport,1343,1,2,1992,Pool,197123
P09330,North John,2612,5,1,2017,None,279214
P09331,West Matthewtown,354,3,1,2020,None,564231
P09332,Gonzalezfurt,995,2,1,2020,Pool,495642
P09333,Port Hannah,579,1,2,2018,Garden,248460
P09334,Julieland,695,5,2,2008,Pool,524815
P09335,East Tammyfurt,1569,4,1,2017,None,366758
P09336,Butlerborough,4792,2,2,2008,None,820930
P09337,South Heather,4552,4,1,1993,None,321088
P09338,East Aaronberg,2786,3,3,1988,Pool,301590
P09339,Saraview,3130,3,3,2020,Pool,370255
P09340,Thomasshire,436,3,2,1997,None,942947
P09341,Kellerberg,3864,1,1,2014,Pool,461069
P09342,Lindseyfurt,4041,3,2,2004,Garage,881315
P09343,Warrenview,3946,4,3,1984,Garden,924950
P09344,New Patrickton,3005,2,2,2016,None,282601
P09345,Port Jacob,3029,1,3,2002,Garage,659023
P09346,East Steven,3421,1,3,1998,Pool,821714
P09347,Lake Patrick,2744,2,3,1988,Garage,423587
P09348,Elizabethmouth,1938,5,3,2009,Garage,940133
P09349,Holderville,3870,3,2,1988,Pool,579072
P09350,Lake Rebeccaport,4099,5,1,2006,Garden,192219
P09351,Juliechester,3324,3,2,1993,Pool,613424
P09352,Vasquezport,2874,1,1,1988,None,692163
P09353,South Christinemouth,2212,2,3,2015,Pool,996133
P09354,Nicholasville,439,4,3,2017,None,251765
P09355,Perezhaven,3650,4,3,1986,Garage,412502
P09356,Millsshire,2947,4,1,2018,Garage,115979
P09357,Melissaborough,4244,2,3,2017,None,888780
P09358,East Herbertberg,423,2,2,2013,None,55642
P09359,North Kellyville,3370,2,2,2019,Garage,132389
P09360,Robinbury,3503,2,3,1988,Garden,389518
P09361,Port Kathleen,1076,1,3,2011,Pool,696475
P09362,East Suzanneland,3111,1,1,2006,None,665586
P09363,Martinfort,4111,1,3,1989,Garage,782327
P09364,South Crystal,4062,2,1,2017,None,51821
P09365,Parksberg,4388,4,3,2008,None,472577
P09366,Doyleton,1881,1,3,2020,Garden,330123
P09367,Port Andrewbury,569,4,1,2020,Garden,52780
P09368,Josephshire,2267,1,1,2006,None,295580
P09369,Charleston,832,4,2,2009,None,772765
P09370,Williammouth,537,2,1,1989,Garden,722263
P09371,Zacharyton,2277,5,3,1996,Pool,831166
P09372,Mendozafort,4566,5,3,1988,Garden,820780
P09373,Port Crystalmouth,328,3,1,1997,Garden,906534
P09374,Kimberlyville,1458,3,1,1980,Garden,292904
P09375,Port Carl,2281,3,3,2005,Garage,986091
P09376,West Brett,3372,1,2,1990,Garage,733342
P09377,North Richard,4549,4,1,1994,Pool,171132
P09378,Zunigabury,1013,5,1,2000,Garden,726244
P09379,West Alexstad,4867,5,3,1999,Pool,902274
P09380,Lopezfurt,1431,4,1,2016,Garden,645072
P09381,Hardyhaven,1686,2,3,2015,Garden,722386
P09382,Josephtown,3663,4,1,1985,Garden,683004
P09383,Dunnmouth,2403,3,3,2004,None,210838
P09384,Danielfort,1036,1,1,2010,Garden,700951
P09385,Kimberlyfort,2292,5,2,1982,None,769529
P09386,Johnsonhaven,3736,1,2,2016,Pool,799464
P09387,Williamsonshire,4196,3,3,2014,None,203183
P09388,Thomasburgh,4531,4,1,1983,Garage,343378
P09389,Lake Michellemouth,3332,5,1,2018,Pool,880024
P09390,Port Debbie,3748,5,1,1988,Pool,799631
P09391,North Amy,2182,5,2,2013,Pool,668712
P09392,Port Donna,1955,4,1,2006,Garden,743978
P09393,Richardshire,4496,3,3,1987,Garden,568826
P09394,Brenthaven,4211,2,2,2018,Garage,483656
P09395,Debbieland,1599,2,3,2012,Pool,164971
P09396,North Robertburgh,2043,2,2,2008,Garden,205790
P09397,Victormouth,3861,2,1,2015,Garden,441815
P09398,Lake Davidside,2462,2,3,2019,None,880409
P09399,New Vincentmouth,2777,4,3,1996,Pool,934578
P09400,West Amandaberg,1739,2,3,1980,Pool,645648
P09401,New Kyle,4539,5,2,2003,Garden,405876
P09402,West Annetteland,1738,3,2,2008,Garage,964956
P09403,North Edward,3525,5,1,2016,Garden,904231
P09404,North Dalton,4553,2,1,2015,Garage,606226
P09405,South Mallory,1678,2,1,1985,None,507336
P09406,Georgeshire,3444,2,3,1999,Pool,769276
P09407,Hallfort,859,2,3,1999,Garage,101836
P09408,Hernandezport,665,5,2,1989,Pool,419794
P09409,West Mary,2369,5,3,2017,Garage,553002
P09410,South Diana,4654,1,1,1984,Garden,817803
P09411,Lorimouth,3438,2,3,1983,Garden,614428
P09412,Erikaborough,647,1,1,2004,Garage,581779
P09413,West Anthony,1807,2,3,1989,Garage,489695
P09414,Veronicaside,2194,2,1,1988,Pool,611286
P09415,Gregoryburgh,1818,4,1,2005,Pool,551542
P09416,West William,1080,5,1,2005,None,603465
P09417,Port Kimview,925,3,2,2009,None,151050
P09418,Howardtown,368,1,2,1992,Garage,647241
P09419,New Markshire,4760,2,2,2014,Pool,367080
P09420,Hoodview,3396,2,1,2003,None,93654
P09421,South Richardborough,2425,4,2,2016,None,872135
P09422,Port Kenneth,3572,1,3,2012,None,294635
P09423,Hernandezfort,675,4,1,1996,Garden,720077
P09424,Edwardsstad,4924,5,2,2012,None,444465
P09425,Port Sarah,3951,2,1,2012,Garden,927886
P09426,Dorothyland,2290,4,3,2012,Pool,160697
P09427,Johnshire,4507,3,3,2018,Pool,275693
P09428,Lake Haydenview,3507,5,1,2017,None,477272
P09429,Gutierreztown,1043,3,1,2016,Pool,326055
P09430,North Christian,2822,4,3,1994,None,883546
P09431,Lake Catherineborough,3475,5,1,2001,Garden,632786
P09432,East Williamburgh,3618,1,1,2017,Garden,134420
P09433,New Christian,3351,5,1,2019,Pool,910847
P09434,North Michael,4549,2,3,1983,Garage,879050
P09435,Clarenceton,3686,3,2,2013,Pool,770346
P09436,East Shane,3894,1,1,1998,None,628276
P09437,South Willie,2465,3,2,2017,Pool,605046
P09438,West Nancy,1387,3,2,1993,Pool,324304
P09439,Bryanborough,599,2,1,1997,None,545580
P09440,West Kristen,937,4,3,1980,Garage,254193
P09441,Emilyville,4494,3,1,1985,Garage,540833
P09442,North Ian,4973,5,1,1993,Garden,842337
P09443,Bergfurt,2828,3,1,2008,None,454656
P09444,Nicoletown,1596,1,2,1980,None,626537
P09445,Rebeccaburgh,4421,5,3,1995,Garage,587661
P09446,Robinsonbury,2082,4,1,1988,Pool,907926
P09447,Natashastad,2758,4,2,2019,Pool,723481
P09448,East Terriborough,4262,1,3,1992,Pool,941666
P09449,Scottfort,4354,3,1,2009,Garden,558018
P09450,Herreraberg,1239,1,3,1999,None,848564
P09451,Warnerberg,1774,1,2,1983,Garden,919701
P09452,North Sarah,4784,5,3,1997,Pool,95320
P09453,New Bradley,2956,1,3,1983,None,130510
P09454,South Debbiechester,3192,1,3,2011,Pool,865404
P09455,Jenniferport,2722,3,1,2004,Garage,833089
P09456,Cowanstad,4721,4,2,2013,None,309673
P09457,South Cynthia,3136,2,2,2003,Pool,342810
P09458,Beckbury,4930,4,3,2007,Garden,86418
P09459,East Jessicabury,2972,4,1,2009,Pool,86563
P09460,Claudiaberg,2626,4,3,2017,Garage,611228
P09461,New Bailey,933,2,1,1989,None,461655
P09462,New Emilyfurt,3228,3,1,1995,None,449896
P09463,Port Amy,2458,4,1,1994,Garden,276876
P09464,Williamview,2369,5,1,1998,None,148905
P09465,Lake Alan,3620,3,3,2010,Pool,583839
P09466,Butlerberg,2204,3,2,1996,None,408385
P09467,South Mark,1150,2,2,2001,Pool,133490
P09468,Scottburgh,1426,3,3,2004,Garage,375630
P09469,East Justin,1109,5,2,1993,Pool,882176
P09470,West Timothystad,1620,1,3,1996,Garage,586360
P09471,Port Johntown,1289,2,3,2000,Garden,367438
P09472,Maciashaven,1115,2,3,1980,Garage,801259
P09473,New Hollyhaven,870,2,3,1996,Pool,880681
P09474,North Victoriafurt,2861,4,2,2020,Garden,918298
P09475,Port Marie,2778,5,2,2010,Pool,304236
P09476,Batesshire,4863,1,3,1983,Pool,456545
P09477,South Frankbury,4314,4,1,1990,Garage,488267
P09478,Freemanburgh,408,5,3,2007,Garage,481005
P09479,North Codyside,1124,2,3,2004,Pool,895083
P09480,New Ernestmouth,1052,2,3,1994,Pool,632325
P09481,Marcusshire,4870,3,1,1984,Pool,100452
P09482,Kaitlynport,3517,5,1,1998,Garden,635687
P09483,Port Scottton,4394,4,2,1985,Garden,461433
P09484,Port Samuel,2572,5,3,1997,Garden,857844
P09485,Novakstad,2065,1,1,1981,None,116006
P09486,North Anna,4493,4,1,2013,Garden,847645
P09487,Lake Evanbury,331,2,2,2015,None,208884
P09488,Port Kimberly,3114,3,2,1991,Pool,221660
